TCP,raw_name,suggested_match,score
A08009,Haruest,HARVEST,85
A08009,Will Su ̄ Mer,WILL SUMMERS,78
A08009,Wilsummer,SUMMER,80
A08065,Tigell,TIGELLINUS,75
A08065,Senec,SENECA,90
A08065,Luca,LUCAN,88
A08065,Popp,POPPAEA,72
A08065,Seruant,SERVANT,85
A08065,Neoph,NEOPHILUS,71
A08065,Cornu,CORNUTUS,76
A08065,Piſa,PISO,75
A08065,Poppe,POPPAEA,83
A08065,Anton,ANTONIUS,76
A08065,Wom,WOMAN,75
A08065,Flau,FLAVIUS,72
A08065,Luc,LUCAN,75
A08065,Poppa,POPPAEA,83
A08065,1. Friend,FRIENDS,80
A08065,2. Friend,FRIENDS,80
A08065,Enan,ENANTHE,72
A08262,Elid,ELIDURE,72
A08262,Perid,PERIDURE,76
A08262,Morg,MORGAN,80
A08262,Elidu,ELIDURE,83
A08262,Sombod,SOMEBODY,85
A08262,Sombo,SOMEBODY,76
A08262,Nobod,NOBODY,90
A08262,Nobo,NOBODY,80
A08262,Prent,PRENTICE,76
A08262,Queene,QUEEN,90
A08262,Quee,QUEEN,88
A08262,Malg,MALGO,88
A08262,Maglo,MALGO,80
A08262,Const,CONSTABLE,71
A08262,1 Porter,PORTERS,80
A08262,2 Porter,PORTERS,80
A08262,Mal,MALGO,75
A08262,Elydure,ELIDURE,85
A08262,Someb,SOMEBODY,76
A08360,Arestus,AROSTUS,85
A09134,Crack-St,CRACKSTONE,77
A09220,Faun,FAUNUS,80
A09220,Flor,FLORA,88
A09220,Flo,FLORA,75
A09220,Mus,MUSES,75
A09220,Iuno,JUNO,75
A09220,Ven,VENUS,75
A09220,Pall,PALLAS,80
A09220,Par,PARIS,75
A09220,Thest,THENOT,72
A09220,Vulc,VULCAN,80
A09220,Nym,NYMPH,75
A09220,Plut,PLUTO,88
A09220,Apol,APOLLO,80
A09220,Ven ▪,VENUS,75
A09220,Plu,PLUTO,75
A09220,Mar,MARS,85
A09220,Dia,DIANA,75
A09220,Dian,DIANA,88
A09220,Cloth,CLOTHO,90
A09220,Atrop,ATROPOS,83
A09221,Rubyn,RUBIN,80
A09221,Muly Xe,"PRESENTER
MULY MAHAMET",72
A09221,Abd. Ra,ABDIL RAYES,70
A09221,Rub,RUBIN,75
A09221,Dieg,DIEGO,88
A09221,Stuk,sTUKELY,72
A09221,Die,DIEGO,75
A09221,Bish,BISHOP,80
A09221,Calyp,CALYPOLIS,71
A09221,Sebast,sEBASTIAN,80
A09221,Ionas,JONAS,80
A09221,Abdelm,ABDELMUNEN,75
A09221,Cely,CELYBIN,72
A09221,Auero,AVEIRO,72
A09221,Stukley,sTUKELY,85
A09221,Muly Ma,"PRESENTER
MULY MAHAMET",72
A09222,Charitie,CHARITY,80
A09222,Honor,HONOUR,90
A09223,The Cuntry,COUNTRY,70
A09223,The Souldier,SOLDIER,73
A09224,The Queene Mother,QUEEN MOTHER,82
A09224,Manet Queene Mother,QUEEN MOTHER,77
A09224,Q. Mother,QUEEN MOTHER,85
A09224,Glocest,GLOUCESTER,82
A09224,Clocester,GLOUCESTER,84
A09224,Guenth,GUENTHER,85
A09224,Morti,MORTIMER,76
A09224,Gloster,GLOUCESTER,82
A09224,Mortimor,MORTIMER,87
A09224,Frier,FARMER,72
A09224,Balioll,BALLIOL,85
A09224,Qu. Elinor,QUEEN ELEANOR,72
A09224,Gloste,GLOUCESTER,75
A09224,Pedler,PEDLAR,83
A09224,Mortim,MORTIMER,85
A09224,Kather,KATHERINA,80
A09224,Iohn,JOHN,75
A09224,2 Messeng,MESSENGER,77
A09224,Spenc,SPENCER,83
A09224,K. Edrard,EDWARD,71
A09228,Abis,ABISHAI,72
A09228,Hanon,HANUN,80
A09228,Mach,MAACAH,80
A09228,Abisa,ABISHAI,83
A09228,Ammon,AMNON,80
A09228,Thamar,TAMAR,90
A09228,Thama,TAMAR,80
A09228,Iethray,JETHRAI,71
A09228,Absa,ABISHAI,72
A09228,Hannon,HANUN,72
A09228,Abyshai,ABISHAI,85
A09228,Ionadab,JONADAB,85
A09228,Ado,ZADOK,75
A09228,Ahimaas,AHIMAAZ,85
A09228,Concub,CONCUBINES,75
A09228,Ama,TAMAR,75
A09228,Abia,ABISHAI,72
A09228,Ahim,AHIMAAZ,72
A09228,Semei,SHIMEI,72
A09228,Salo,ABSALOM,72
A09228,Abisay,ABISHAI,76
A09613,Emilie,EMILY,72
A09613,Flarius,FLAVIUS,85
A09613,The Meſsinger,MESSENGER,72
A09651,Ruſtycus,RUSTicus,87
A09651,Councell,COUNSEL,80
A09651,Halterſycke,HALTERSICK,85
A09651,Haulterſycke,HALTERSICK,81
A09651,Sodyeares,SOLDIERS,70
A09651,Sodyers,SOLDIERS,80
A09651,Sodyer,SOLDIER,76
A09651,Harauld,HERALD,76
A09651,Harrauld,HERALD,71
A09651,Prouicion,PROVISION,77
A09651,Prouiſion,PROVISION,88
A09651,Menalaus,MENELAUS,87
A09651,Reuenge,REVENGE,85
A09651,Commons,COMMONALTY,70
A10041,Councel,COUNSEL,85
A10041,Ruf,RUFF,85
A10041,Snuf,sNUFF,88
A10041,Huf,HUFF,85
A10041,Nuf,sNUFF,75
A10041,Small Habilitie,SMALL ABILITY,85
A10041,Small Habillitie,SMALL ABILITY,82
A10041,Smirdis,sMERDIS,85
A10041,Crueltie,CRUELTY,80
A10402.1,Aristip,ARISTIPPUS,82
A10411.1,Flowrd,FLOWERDEW,80
A10411.1,Flowerd,FLOWERDEW,87
A10411.1,Rosc,ROSCIUS,72
A10411.1,Rosci,ROSCIUS,83
A10411.1,Comed,COMEDY,90
A10411.1,Trag,TRAGEDY,72
A10411.1,Come,COMEDY,80
A10411.1,Trage,TRAGEDY,83
A10411.1,Satyre,SATIRE,83
A10411.1,Dysco,DYSCOLUS,76
A10411.1,Col,COLAX,75
A10411.1,Flowr,FLOWERDEW,71
A10411.1,Deil,DEILUS,80
A10411.1,Deill,DEILUS,72
A10411.1,Acolast,ACOLASTUS,87
A10411.1,Acola,COLAX,80
A10411.1,Banau,BANAUSUS,76
A10411.1,Cola,COLAX,88
A10411.1,Orgy,ORGYLUS,72
A10411.1,Alaz,ALAZON,80
A10411.1,Eir,EIRON,75
A10411.1,Lupa,LUPARUS,72
A10411.1,Anaisk,ANAISKYNTIA,70
A10411.1,Nim,NIMIS,75
A10411.1,Par,PARUM,75
A10411.1,Nih,NIHIL,75
A10411.1,Cclax,COLAX,80
A10411.2,Thest,THESTYLIS,71
A10411.2,Medo,MEDORUS,72
A10411.2,Alex,ALEXIS,80
A10411.2,Corym,CORYMBUSs,71
A10411.2,Amyn,AMYNTAS,72
A10411.2,Dam,DAMON,75
A10411.2,Clai,CLAIus,80
A10411.2,Amynt,AMYNTAS,83
A10411.2,Pilum,PILUMNUS,76
A10411.2,Iocast,JOCASTUS,71
A10726,Warwike,WARWICK,85
A10726,Yorke,YORK,88
A10726,Rich,RICHARD,72
A10726,Norf,NORFOLK,72
A10726,Exet,EXETER,80
A10726,Cliff,CLIFFORD,76
A10726,Hen,HENRY,75
A10726,Keeper,GAMEKEEPERS,70
A10726,Prince Ed,PRINCE EDWARD,81
A10726,Prince Edw,PRINCE EDWARD,86
A10726,Monta,MONTAGUE,76
A10726,Huntſ,HUNTSMAN,76
A10726,Riuers,RIVERS,83
A10726,Sommer,SOMERSET,71
A10730,Poetrie,POETRY,76
A10730,Poet,POETRY,80
A10730,Tru,TRUTH,75
A10730,Citi,CITIZEN,72
A10730,Rich,RICHARD,72
A10730,Riuers,RIVERS,83
A10730,Vaugh,VAUGHAN,83
A10730,Vaughon,VAUGHAN,85
A10730,Meſſen,MESSENGER,80
A10730,Card,RICHARD,72
A10730,Cateſ,CATESBY,83
A10730,Cate,CATESBY,72
A10730,Mort,MORTON,80
A10730,Terrell,TYRRELL,85
A10730,Stan,STANLEY,72
A10730,Lan,LANDO,75
A10730,Catesbie,CATESBY,80
A11145,Car,CARLO,75
A11145,Quest,GUESTS,72
A11145,Corn,CORNEGO,72
A11145,Onae,ONAELIA,72
A11145,Alanz,ALANZO,90
A11145,Daen,DAENIA,80
A11145,Carl,CARLO,88
A11145,Lop,LOPEZ,75
A11146,Bone,BONNER,80
A11146,Brand,BRANDON,83
A11146,Wil,WILL,85
A11146,Wills,WILL,88
A11146,William,WILL,72
A11146,Bonneuet,BONNER,71
A11146,Count,COUNTESS,76
A11146,Gard,GUARD,88
A11146,Bran,BRANDON,72
A11146,Gray,GREY,75
A11146,Pat,PATCH,75
A11146,Page,PAGES,88
A11146,Pach,PATCH,88
A11146,Campe,CAMPEIUS,76
A11146,Campeu,CAMPEIUS,85
A11146,Wils,WILL,75
A11146,Bron,BROWNE,80
A11146,Black Vvill,BLACK WILL,85
A11146,Blacke Vvill,BLACK WILL,81
A11146,Blacke Vvil,BLACK WILL,76
A11146,Blacke • Il,BLACK WILL,84
A11146,Port,poRTER,80
A11146,1. Prisoner,PRISONERS,84
A11146,Blacke Wil,BLACK WILL,90
A11146,Cran,CRANMER,72
A11146,Rookes,ROOKSBY,76
A11146,Brown,BROWNE,90
A11146,Brow,BROWNE,80
A11146,Seruant,SERVANT,85
A11146,Mar,MAYOR,75
A11146,Gar,GUARD,75
A11146,Empe,EMPEROR,72
A11151,Mayd,MARY,75
A11151,Rand,RANDALL,72
A11151,Iohn,JOHN,75
A11151,Randals,RANDALL,85
A11151,Draw,DRAWER,80
A11151,Watch,WATCHMEN,76
A11151,Iarvis,JARVIS,83
A11151,Alexand,ALEXANDER,87
A11151,Sir Marma,SIR MARMADUKE,81
A11151,Sir Mar,SIR MARMADUKE,70
A11151,Earla,EARLACK,83
A11151,Earl,EARLACK,72
A11151,Ambodex,AMBODEXTER,82
A11152,Ellred,ELDRED,83
A11152,Quee,QUEEN,88
A11152,Amphi,AMPHIABEL,71
A11152,Lord,LORDS,88
A11152,Lor,LORDS,75
A11152,Ang,ANGEL,75
A11152,Ral,RALPH,75
A11152,Diocle,DIOCLETIAN,75
A11152,Leod,LEODICE,72
A11152,Nurs,NURSE,88
A11152,Raph,RALPH,88
A11152,Alb,ALBAN,75
A11152,Albon,ALBAN,80
A11152,Nur,NURSE,75
A11155,Ped,PEDRO,75
A11155,Alon,ALONZO,80
A11155,Serv,SERVANT,72
A11262,Atey,ATE,85
A11262,Assar,ASSARACUS,71
A11262,Corin,CORINEUS,76
A11262,Thrasi,THRASSIER,80
A11262,Deb,DEBON,75
A11262,Strum,sTRUMBO,83
A11262,Doro,DOROTHY,72
A11262,Locr,LOCRINE,72
A11262,Seg,SEGAR,75
A11262,Hub,HUBBA,75
A11262,Trum,sTRUMBO,72
A11262,Stru,sTRUMBO,72
A11262,Humb,HUMBER,80
A11262,Locri,LOCRINE,83
A11262,Estr,ESTRILD,72
A11264,Sir God,SIR GODFREY,77
A11264,Sir Godf,SIR GODFREY,84
A11264,Syr Godf,SIR GODFREY,73
A11264,Fran,FRANCES,72
A11264,Mol,MOLL,85
A11264,Franck,FRANCES,76
A11264,Ed •• Nd,EDMOND,72
A11264,Skirm,SKIRMISH,76
A11264,Sim,SIMON,75
A11264,Frail,FRAILTY,83
A11264,Nicho,NICHOLAS,76
A11264,Fray,FRAILTY,72
A11264,Penny,PENNYDUB,76
A11264,Franke,FRANCES,76
A11264,Frai,FRAILTY,72
A11264,Gentle,GENTLEMAN,80
A11264,Rauenshaw,RAVENSHAW,88
A11264,Sir Goaf,SIR GODFREY,73
A11264,Keep,KEEPER,80
A11264,Sir Go,SIR GODFREY,70
A11265,Hod,HODGE,75
A11265,Old. Cro,"OLD 
CROMWELL",73
A11265,Old Cro,"OLD 
CROMWELL",73
A11265,Old Crom,"OLD 
CROMWELL",80
A11265,Bag,BAGOT,75
A11265,Post,HOST,75
A11265,Hodg,HODGE,88
A11265,Hal,HALES,75
A11265,Suff,sUFFOLK,72
A11265,Norf,NORFOLK,72
A11265,Seely,sEELEY,90
A11265,Seelie,sEELEY,83
A11265,Vsher,usHER,80
A11265,Ser,usHER,75
A11909.3,Antig,ANTIGONE,76
A11909.3,Oedip,OEDIPUus,76
A11909.6,Hele,HELENA,80
A11910,Elec,ELECTRA,72
A11910,Elect,ELECTRA,83
A11910,Aegist,AEGISTHUS,80
A11912,Cre,CREON,75
A11914,Atre,ATREUS,80
A11914,Thyest,THYESTES,85
A11914,Chor,CHORUS,80
A11917,Octauia,OCTAVIA,85
A11917,Prefectus,PREFECT,87
A11917,Chor,CHORUS,80
A11917,Ner,NERO,85
A11954.10,Orlan,ORLANDO,83
A11954.10,Oliuer,OLIVER,83
A11954.10,Cel,CELIA,75
A11954.10,Char,CHARLES,72
A11954.10,Amien,AMIENS,90
A11954.10,1. Lord,LORDS,72
A11954.10,2. Lord,LORDS,72
A11954.10,Cor,CORIN,75
A11954.10,Lord,LORDS,88
A11954.10,Will,WILLIAM,72
A11954.12,Laf,LAFEU,75
A11954.12,Lafew,LAFEU,80
A11954.12,Hel,HELEN,75
A11954.12,Paroll,PAROLES,76
A11954.12,Kin,KING,85
A11954.12,Hel ▪,HELEN,75
A11954.12,Maria,MARIANA,83
A11954.12,Dia,DIANA,75
A11954.12,Dian,DIANA,88
A11954.12,Dia ▪,DIANA,75
A11954.13,Vio,VIOLA,75
A11954.13,Sir To,SIR TOBY,85
A11954.13,Mar,MARIA,75
A11954.14,Lord,LORDs,88
A11954.14,Antig,ANTIGONUS,71
A11954.14,Paul,PAULINA,72
A11954.14,Emil,EMILIA,80
A11954.14,Dio,DION,85
A11954.14,Offic,OFFICERS,76
A11954.14,Perd,PERDITA,72
A11954.14,Autol,AUTOLYCUS,71
A11954.14,Seruant,SERVANTS,80
A11954.1,Alon,ALONSO,80
A11954.1,Gonz,GONZALO,72
A11954.1,Sebaſ,sEBASTIAN,71
A11954.1,Mira,MIRANDA,72
A11954.1,Ari,ARIEL,75
A11954.1,Ariell,ARIEL,90
A11954.1,Alonſ,ALONSO,90
A11954.1,Adri,ADRIAN,80
A11954.1,Cer,CERES,75
A11954.1,Iris,SPIRITS,72
A11954.20,Bedf,BEDFORD,72
A11954.20,Baſt,BASSET,80
A11954.20,1. Warder,WARDERS,80
A11954.20,2. Warder,WARDERS,80
A11954.20,Wooduile,WOODVILLE,82
A11954.20,Seruingmen,SERVINGMEN,90
A11954.20,Winchest,WINCHESTER,88
A11954.20,Maior,MAYOR,80
A11954.20,Salisb,SALISBURY,80
A11954.20,Gargraue,GARGRAVE,87
A11954.20,Talb,TALBOT,80
A11954.20,Sent,SERVANT,72
A11954.20,Charl,CHARLES,83
A11954.20,Capt,CAPTAIN,72
A11954.20,Count,SCOUT,80
A11954.20,Port,PORTER,80
A11954.20,Yorke,YORK,88
A11954.20,Suff,SUFFOLK,72
A11954.20,Warw,WARWICK,72
A11954.20,Mor,MAYOR,75
A11954.20,Exet,EXETER,80
A11954.20,Vern,VERNON,80
A11954.20,Baſſ,BASSET,80
A11954.20,Luc,LUCY,85
A11954.20,Char,CHARLES,72
A11954.20,Legat,LEGATE,90
A11954.20,Yor,YORK,85
A11954.20,Mar,MAYOR,75
A11954.24,Norf,NORFOLK,72
A11954.24,Bran,BRANDON,72
A11954.24,Louell,LOVELL,83
A11954.24,San,sANDs,75
A11954.24,Suff,SUFFOLK,72
A11954.24,Gard,GUARD,88
A11954.24,An,MAN,80
A11954.24,Scri,SCRIBES,72
A11954.24,Gar,GUARD,75
A11954.24,Cran,CRANMER,72
A11954.24,Buts,BuTTS,88
A11954.24,Port,PORTER,80
A11954.24,Gart,GARTER,80
A11954.26,Menen,MENENIUS,76
A11954.26,Sicin,SICINIUS,76
A11954.26,Volum,VOLUMNIA,76
A11954.26,Virgil,VIRGILIA,85
A11954.26,Lart,LARTIUS,72
A11954.26,Auffid,AUFIDIUS,71
A11954.26,Brut,BRUTUS,80
A11954.26,Valer,vALERIA,83
A11954.26,Coriol,CORIOLANUS,75
A11954.26,Scicin,SICINIUS,71
A11954.26,Edile,AEDILES,83
A11954.26,All Lords,VOLSCIAN LORDS,71
A11954.26,Aufid,AUFIDIUS,76
A11954.29,Cup,CuPID,75
A11954.29,Var,VARRO,75
A11954.29,Iſid,ISIDORE,72
A11954.29,Caph,CAPHIS,80
A11954.29,Foole,FOOL,88
A11954.29,Luci,LUCIUS,80
A11954.29,Lucil,LUCILIUS,76
A11954.29,Titus,TITUuS,90
A11954.29,Philo,PHILOTAS,76
A11954.29,Timan,TIMANDRA,76
A11954.2,Valen,VALENTINE,71
A11954.2,Panth,PANTHINO,76
A11954.2,Launce,LANCE,90
A11954.2,Spee,SPEED,88
A11954.2,Thur,THURIO,80
A11954.31,Lenox,LENNOX,90
A11954.31,Macb,MACBETH,72
A11954.31,Banq,BANQUO,80
A11954.31,Ang,ANGUS,75
A11954.31,Macd,MACDUFP,72
A11954.31,Port,PORTER,80
A11954.31,Donal,DONALBAIN,71
A11954.31,Malc,MALCOLM,72
A11954.31,Old M,OLD MAN,83
A11954.31,Seruant,SERVANT,85
A11954.31,Doct,DOCTOR,80
A11954.31,Lad,LADY,85
A11954.31,Ser,SEWER,75
A11954.36,Piſa,PISANIO,72
